약국ID,주소,약국명,대표전화1,진료시간(월요일)C,진료시간(화요일)C,진료시간(수요일)C,진료시간(목요일)C,진료시간(금요일)C,진료시간(토요일)C,진료시간(일요일)C,진료시간(공휴일)C,진료시간(월요일)S,진료시간(화요일)S,진료시간(수요일)S,진료시간(목요일)S,진료시간(금요일)S,진료시간(토요일)S,진료시간(일요일)S,진료시간(공휴일)S,우편번호1,우편번호2,병원경도,병원위도,작업일시
C1104520,서울특별시 강남구 학동로 342,미네랄약국,02-545-3404,1900,1900,1900,1900,1900,1300,1600,1600,900,900,900,900,900,900,900,900,60,99,127.0405911,37.51668756,42:08.0
C1101511,서울특별시 은평구 응암로 264 서울빌딩 1층 (응암동),미도파약국,02-308-8887,2100,2100,2100,2100,1900,1900,1600,1600,900,900,900,900,900,900,900,900,34,66,126.9088914,37.58534924,42:08.0
C1101512,서울특별시 강서구 월정로30길 52 (화곡동),미동약국,02-2602-4054,2200,2200,2200,2200,2200,2200,2200,1600,930,930,930,930,930,930,930,900,77,67,126.838809,37.53463878,42:08.0
C1109101,서울특별시 용산구 한강대로 259 109호 (갈월동),미라클약국,070-7723-6050,2000,2000,2000,2000,2000,1430,2200,1600,900,900,900,900,900,900,930,900,43,22,126.9724128,37.54158425,42:08.0
C1102717,서울특별시 강남구 테헤란로52길 16 상가2동 지층 16호 (역삼동 테헤란아이파크),미라클약국,02-2649-6282,2000,2000,2000,2000,2000,1700,2200,1600,900,900,900,900,900,900,930,900,62,13,126.8787149,37.53560913,42:08.0
C1102908,서울특별시 동대문구 이문로 114 한국외국어대학교 글로벌홀 1층 (이문동),미래로약국,02-966-4588,2000,2000,2000,2000,2000,1600,2200,1600,900,900,900,900,900,900,930,900,24,19,127.0606808,37.59673614,42:08.0
C1108796,서울특별시 송파구 강동대로 63 1층 (풍납동),미래아산약국,02-473-0777,1900,1900,1900,1900,1900,1600,2200,1600,900,900,900,900,900,900,930,900,55,37,127.1146307,37.52716646,42:08.0
C1103804,서울특별시 영등포구 국제금융로8길 11 306호(여의도동에르트빌딩),미래약국,02-784-5480,2000,2000,2000,2000,2000,1600,2200,1600,900,900,900,900,900,900,930,900,73,33,126.9300188,37.51963582,42:08.0
C1101603,서울특별시 중랑구 겸재로 113 (면목동),미래약국,02-496-3737,2100,2100,2100,2100,2100,2100,2200,1600,900,900,900,900,900,900,930,900,21,47,127.0802694,37.58690278,42:08.0
C1101600,서울특별시 성북구 고려대로 85 (안암동5가),미래약국,02-924-5264,1840,1840,1840,1840,1840,1300,2200,1600,845,845,845,845,845,900,930,900,28,42,127.0288576,37.58649491,42:08.0
C1103390,서울특별시 광진구 군자로 85 (군자동),미래약국,02-3409-4828,1930,1930,1930,1930,1930,1700,2200,1600,900,900,900,900,900,900,930,900,50,2,127.070901,37.55081034,42:08.0
C1102718,서울특별시 서초구 고무래로 90-7 서초쇼핑 (서초동),미래약국,02-537-1878,1900,1900,1900,1900,1900,1700,2200,1600,830,830,830,830,830,830,930,900,66,2,127.017452,37.49992191,42:08.0
C1101601,서울특별시 송파구 오금로 516 삼정빌딩 1층 (거여동),미래약국,02-401-5565,1800,1800,1800,1800,1800,1400,2200,1600,900,900,900,900,900,900,930,900,57,73,127.1461559,37.49280828,42:08.0
C1108722,서울특별시 강서구 양천로14길 23 효성빌딩 1층 101호 (방화동),미래약국,02-2662-0377,2000,2000,2000,2000,2000,1800,2200,1600,900,900,900,900,900,900,930,900,76,3,126.810245,37.57200509,42:08.0
C1102685,서울특별시 구로구 구로동로 145-6 B동 12층 (구로동),미래약국,02-852-0270,1830,1830,1830,1830,1830,1800,2200,1600,830,830,830,830,830,900,930,900,83,9,126.8834449,37.49154041,42:08.0
C1102762,서울특별시 노원구 상계로5길 32 금호프라자 110호 111호 (상계동),미래약국,02-933-8139,2100,2100,2100,2100,2100,1800,2200,1700,900,900,900,900,900,900,930,1100,16,93,127.0628078,37.65707815,42:08.0
C1101700,서울특별시 노원구 노해로 492 프린스빌딩,미래팜약국,02-932-9595,1900,1900,1900,1900,1900,1700,2200,1700,900,900,900,900,900,900,930,1100,17,51,127.0626769,37.65445591,42:08.0
C1102686,서울특별시 금천구 독산로 290,미래팜약국,02-862-6688,2000,2000,2000,2000,2000,1500,2200,1700,900,900,900,900,900,900,930,1100,85,54,126.9033874,37.47259439,42:08.0
C1100031,서울특별시 은평구 백련산로 84 211호 (응암동 백련산 힐스테이트 2차(211동상가)),미르약국,02-303-7933,1900,1900,1900,1900,1900,1400,2200,1700,900,900,900,900,900,900,930,1100,34,77,126.9236153,37.59302905,42:08.0
C1101702,서울특별시 송파구 토성로 65 2층 202-2호 (풍납동 태양상가 202-2호),미르약국,02-486-7517,1930,1930,1930,1930,1930,1500,2200,1700,900,900,900,900,900,900,930,1100,55,31,127.11736,37.52894208,42:08.0
C1101506,서울특별시 강동구 동남로81길 76  (고덕동),미리암약국,02-3427-3108,2030,2030,2030,2030,2030,1800,2200,1700,830,830,830,830,830,830,930,1100,52,27,127.1527735,37.55916433,42:08.0
C1103223,서울특별시 구로구 구로동로 77 동해빌딩 지하1층 (구로동),미문약국,02-838-7020,1900,1900,1900,1900,1900,1400,2200,1700,900,900,900,900,900,900,930,1100,83,18,126.8857861,37.48574444,42:08.0
C1101509,서울특별시 송파구 송파대로 374 (송파동),미성송파약국,02-420-2419,2100,2100,2100,2100,2100,1800,2200,1700,900,900,900,900,900,900,930,1100,56,76,127.111102,37.50134426,42:08.0
C1102731,서울특별시 강남구 압구정로 113-22  (압구정동),미성약국,02-544-8275,2100,2100,2100,2100,2100,2000,2200,1700,1000,1000,1000,1000,1000,1400,930,1100,60,0,127.0196434,37.52474243,42:08.0
C1102022,서울특별시 노원구 동일로 1533 102호 (상계동 백산빌딩),미션약국,02-930-4785,2100,2100,2100,2100,2100,1500,2200,1700,900,900,900,900,900,900,930,1100,16,20,127.0571278,37.66531111,42:08.0
C1107997,서울특별시 동대문구 장안벚꽃로 107 상가1동 2층 215-1호 (장안동 장안현대홈타운),미소가득약국,02-3390-4513,1900,1900,1900,1300,1900,1400,2200,1700,900,900,900,900,900,900,930,1100,26,38,127.075113,37.57105674,42:08.0
C1100046,서울특별시 마포구 월드컵북로 396,미소가득한약국,02-2636-6667,2200,2200,2200,2200,2200,2200,2000,2000,900,900,900,900,900,900,1000,1000,39,25,126.891143,37.57952442,42:08.0
C1103850,서울특별시 성북구 보국문로 49 1층 (정릉동),미소담약국,02-6349-2589,1900,1900,1900,1900,1900,1530,2000,2000,900,900,900,900,900,900,1000,1000,27,9,127.00969,37.60879578,42:08.0
C1108206,서울특별시 동대문구 고산자로 473 (제기동),미소담한약국,02-701-8575,1900,1900,1900,1900,1900,1500,2000,2000,930,930,930,930,930,930,1000,1000,25,70,127.0382933,37.58191519,42:08.0
C1107843,서울특별시 성북구 동소문로 10 1층 (동소문동2가 카프리빌딩),미소드림약국,02-747-6464,2000,2000,2000,2000,2000,1500,2000,2000,800,800,800,800,800,800,1000,1000,28,60,127.0073324,37.58873268,42:08.0
C1103112,서울특별시 영등포구 영신로 238,미소로약국,02-3667-5066,2100,2100,2100,2100,2100,1600,2000,2000,900,900,900,900,900,900,1000,1000,72,28,126.9042192,37.52855789,42:08.0
C1109149,서울특별시 강남구 테헤란로 503 하이브로빌딩 2층 일부호 (삼성동),미소산약국,02-508-0918,1900,1900,1900,1900,1900,1330,2000,2000,900,900,900,900,900,900,1000,1000,61,68,127.0571652,37.50748232,42:08.0
C1104571,서울특별시 동대문구 전농로 128 1층 (전농동),미소약국,02-2217-4365,1800,1800,1800,1800,1800,1500,2000,2000,830,830,830,830,830,830,1000,1000,25,31,127.0579469,37.57622167,42:08.0
C1109151,서울특별시 양천구 곰달래로5길 17 신월프라자 1층 (신월동),미소약국,02-2065-7737,2000,2000,2000,2000,2000,1800,1800,1800,900,900,900,900,900,900,900,900,79,21,126.833604,37.53111136,42:08.0
C1107085,서울특별시 영등포구 문래로 83 (문래동3가),미소약국,02-2672-9015,1900,1900,1900,1900,1900,1600,1800,1800,900,900,900,900,900,900,900,900,72,94,126.8912965,37.51992233,42:08.0
C1101373,서울특별시 강남구 테헤란로 514 5층 (대치동삼흥제2빌딩),미소약국,070-4127-1351,1900,1900,1900,1900,1900,1400,1800,1800,900,900,900,900,900,900,900,900,61,80,127.0597308,37.50744681,42:08.0
C1101435,서울특별시 마포구 마포대로 68,미소약국,02-6352-5335,1900,1900,1900,1900,1900,1600,1800,1800,830,830,830,830,830,830,900,900,41,68,126.9489787,37.54135156,42:08.0
C1108669,서울특별시 도봉구 도봉로 678 홈플러스데스코㈜방학점 지하2층 (방학동),미소약국,02-954-3119,2200,2200,2200,2200,2200,2200,2200,2200,1000,1000,1000,1000,1000,1000,1000,1000,13,34,127.0435988,37.66486021,42:08.0
C1107228,서울특별시 강서구 양천로 73,미소약국,02-2664-2551,1900,1900,1900,1900,1900,1500,2200,2200,900,900,900,900,900,900,1000,1000,75,17,126.8119385,37.57379083,42:08.0
C1102160,서울특별시 관악구 남부순환로143나길 7 (신림동),미소약국,02-853-9609,2000,2000,2000,2000,2000,1700,2200,2200,900,900,900,900,900,900,1000,1000,87,67,126.9110098,37.48286785,42:08.0
C1101496,서울특별시 송파구 오금로31길 11 (방이동),미소약국,02-418-5090,2100,2100,2100,2100,2100,2100,2200,2200,900,900,900,900,900,900,1000,1000,56,45,127.1215562,37.50703561,42:08.0
C1101491,서울특별시 서초구 서운로 39 1층 101호 (서초동 원진빌딩),미소약국,02-3487-3454,2100,2100,2100,2100,2100,1700,2200,2200,900,900,900,900,900,900,1000,1000,67,27,127.0284441,37.48739577,42:08.0
C1101498,서울특별시 강동구 구천면로 232,미소약국,02-470-8941,1900,1900,1900,1900,1900,1530,2200,2200,900,900,900,900,900,900,1000,1000,53,34,127.1303869,37.54122446,42:08.0
C1101862,서울특별시 서초구 강남대로30길 58 1층 (양재동),민들레약국,02-575-1233,2100,2100,2100,2100,2100,1800,2000,2200,930,930,930,930,930,1000,900,900,67,45,127.0404179,37.4824908,41:57.0
C1101455,서울특별시 광진구 면목로 126,미소약국,02-3409-2744,1830,1830,1830,1830,1830,1400,2200,2200,900,900,900,900,900,900,1000,1000,49,10,127.080779,37.56447409,42:08.0
C1107982,서울특별시 성동구 왕십리로 271-1 1층 (행당동),미소약국,02-2299-4041,1900,1900,1900,1900,1900,1400,2200,2200,900,900,900,900,900,900,1000,1000,47,45,127.037281,37.55875633,42:08.0
C1101452,서울특별시 노원구 노원로 452,미소약국,02-930-2270,1900,1900,1900,1900,1900,1600,2200,2200,900,800,900,800,900,900,1000,1000,16,96,127.0669382,37.6570206,42:08.0
C1101433,서울특별시 중랑구 망우로 412 기성빌딩 2층 (망우동),미소약국,02-438-8278,1830,1830,1830,1830,1830,1400,2200,2200,830,830,830,830,830,830,1000,1000,21,64,127.0979418,37.59902675,42:08.0
C1107916,서울특별시 서대문구 통일로 402-1 1층 (홍제동),미소약국,02-6487-6110,1930,1930,1930,1930,1930,1300,2200,2200,930,930,930,930,930,900,1000,1000,36,32,126.9478467,37.58569045,42:08.0
C1104517,서울특별시 중구 장충단로 201 1층 (장충동1가),미소약국,02-2277-8808,1930,1930,1930,1930,1930,1700,2200,2200,900,900,900,900,900,900,1000,1000,46,15,127.0064812,37.56283229,42:08.0
C1109082,서울특별시 성동구 독서당로40길 39 옥수 어울림 1층 211호 (옥수동),미소어울림약국,02-2291-1202,2000,2000,2000,2000,2000,1500,2200,2200,900,900,900,900,900,900,1000,1000,47,39,127.017975,37.54170891,42:08.0
C1107089,서울특별시 광진구 아차산로 373 원이빌딩 1층 (구의동),미소온누리약국,02-455-6813,2030,2030,2030,2030,2030,1600,2200,2200,900,900,900,900,900,900,1000,1000,50,44,127.0840309,37.53701104,42:08.0
C1107663,서울특별시 관악구 난곡로 295 1층 (신림동),미소온누리약국,02-838-8868,2200,2100,2100,2100,2100,2100,2200,2200,900,900,900,900,900,900,1000,1000,87,71,126.9145221,37.48036204,42:08.0
C1102690,서울특별시 강동구 양재대로 1661 (명일동),미소진약국,02-428-3365,2030,1930,1930,1930,2030,1630,2200,2200,900,900,900,900,900,900,1000,1000,52,57,127.1439435,37.55386427,42:08.0
C1101465,서울특별시 송파구 올림픽로 119 (잠실동),미소진약국,02-412-7380,1900,1900,1900,1900,1900,1400,2200,2200,900,900,900,900,900,900,1000,1000,55,1,127.0841756,37.51208443,42:08.0
C1103799,서울특별시 영등포구 신길로 149,미솔약국,02-841-8577,1830,1830,1830,1830,1830,1500,2200,2200,900,900,900,900,900,900,1000,1000,73,96,126.9104603,37.50559829,42:08.0
C1107901,서울특별시 강북구 도봉로 217 1층 (미아동),미아역온누리약국,02-985-7703,1900,1900,1900,1900,1900,1600,1600,2200,900,900,900,900,900,900,1100,1000,11,25,127.0251127,37.62805663,42:08.0
C1103576,서울특별시 강북구 도봉로 65 1층 (미아동),미아팜약국,02-988-2376,1800,1800,1800,1800,1800,1800,1600,2200,900,900,900,900,900,900,1100,1000,12,5,127.0296818,37.614948,42:08.0
C1103965,서울특별시 노원구 동일로 1548 (상계동),21세기상계약국,02-937-2288,2100,2100,2100,2100,2100,2100,1900,1330,800,800,800,800,800,800,1000,900,16,74,127.0576358,37.66663705,42:03.0
C1102691,서울특별시 마포구 신촌로 174 102호 (대흥동),미약국,02-703-0400,2000,2000,2000,2000,2000,1630,1600,2200,900,900,900,900,900,900,1100,1000,41,4,126.944997,37.5564861,42:08.0
C1103371,서울특별시 강북구 솔샘로 229-1 (미아동),미양온누리약국,02-988-8800,2100,2100,2100,2100,2100,2000,1800,2200,900,900,900,900,900,900,1000,1000,11,88,127.0182452,37.62013979,42:08.0
C1103455,서울특별시 강서구 양천로6길 28 상가동 108호 (방화동 도시개발12단지아파트),미주약국,02-2665-7552,2200,2200,2200,2200,2200,2200,2200,2200,900,900,900,900,900,900,1800,900,76,11,126.8189206,37.57570832,42:08.0
C1101471,서울특별시 강서구 강서로47가길 12 1층 (내발산동),미즈약국,02-2661-2681,1800,1800,1800,1800,1800,1400,2200,2200,900,900,900,900,900,900,1800,900,76,39,126.8354551,37.55219533,42:08.0
C1104122,서울특별시 강서구 강서로 299 1층 (내발산동),미즈정문약국,02-2665-0302,2000,2000,2000,2000,2000,1800,2000,2200,830,830,830,830,830,830,900,900,76,39,126.8361017,37.55253861,42:08.0
C1103783,서울특별시 강남구 강남대로 390 B105호(역삼동미진프라자),미진약국,02-566-1954,2000,2100,2000,2100,2100,1800,2000,2200,1000,1000,1000,1000,1000,1000,900,900,62,32,127.0285792,37.49784022,42:08.0
C1107443,서울특별시 은평구 응암로 179 1층 (응암동),민들레약국,02-376-8552,2100,2100,2100,2100,2100,1800,2000,2200,900,900,900,900,900,900,900,900,34,85,126.9163828,37.58805457,42:08.0
C1108736,서울특별시 동작구 보라매로 110 영등포농협 1층 (대방동),민들레약국,02-814-8275,1930,1930,1930,1930,1930,1630,2000,2200,900,900,900,900,900,900,900,900,70,41,126.9284665,37.49909857,42:08.0
C1109297,서울특별시 강서구 공항대로 236 1층 101호 (마곡동),민들레약국,02-2661-5950,1900,1900,1900,1900,1900,1400,2000,2200,900,900,900,900,900,900,900,900,78,5,126.8337541,37.55854102,42:08.0
C1101865,서울특별시 강남구 언주로125길 6 (논현동),민생약국,02-547-7903,2130,2130,2130,2130,2130,2100,2000,2200,830,830,830,830,830,900,900,900,61,5,127.0347608,37.51322413,42:08.0
C1103777,서울특별시 성북구 종암로27길 13 101호 (종암동 도원프라자),민성약국,02-927-6959,1800,1800,1800,1800,1800,1300,2000,2200,900,900,900,900,900,900,900,900,28,3,127.0314685,37.60264362,42:08.0
C1104574,서울특별시 동대문구 한천로11길 32,민성약국,02-2245-7948,2100,2100,2100,2100,2100,1300,2000,2200,900,900,900,900,900,900,900,900,26,16,127.0605073,37.56717451,42:08.0
C1103097,서울특별시 종로구 사직로12길 26,민약국,02-738-8816,2000,2000,2000,2000,2000,2000,2000,2100,900,900,900,900,900,900,900,1300,31,69,126.9708665,37.57494097,42:08.0
C1108726,서울특별시 송파구 송파대로 345 1A동 3041호 (가락동 헬리오시티),민약국,02-400-3041,1900,1900,1900,1900,1900,1400,2000,2100,1000,1000,1000,1000,1000,1000,900,1300,56,98,127.1113477,37.49978423,42:08.0
C1109393,서울특별시 송파구 오금로 551 208동 1층 111-1호 (거여동 e편한세상 송파 파크센트럴),민온누리약국,02-406-8583,2000,2000,2000,2000,2000,1600,2000,2100,900,900,900,900,900,900,900,1300,57,64,127.1505045,37.49318674,42:08.0
C1103366,서울특별시 강북구 오패산로30길 41 (미아동),민정약국,02-980-1244,2130,2130,2130,2130,2130,1900,2000,2100,900,900,900,900,900,900,900,1300,12,33,127.0349192,37.61507586,42:08.0
C1101459,서울특별시 성동구 마장로35길 76,민제약국,02-2291-9130,1900,1900,1900,1900,1900,1600,2000,2100,900,900,900,900,900,900,900,1300,47,53,127.0420046,37.57026008,42:08.0
C1101461,서울특별시 도봉구 덕릉로 235 (창동),민중약국,02-992-6194,2100,2100,2100,2100,2100,1800,2000,2100,800,800,800,800,800,830,900,1300,14,71,127.0379861,37.638925,42:08.0
C1107926,서울특별시 강남구 강남대로 590 미혜빌딩 1층 (논현동),민트약국,02-511-5002,2000,1930,1930,1930,2000,1700,2000,2100,930,930,930,930,930,930,900,1300,60,43,127.0204008,37.51453574,42:08.0
C1109581,서울특별시 마포구 신촌로 262 101호 (아현동),민트약국,02-312-2193,2030,2030,1930,1930,2030,1530,2000,2100,900,900,900,900,900,900,900,1300,41,16,126.954826,37.557056,42:08.0
C1102689,서울특별시 은평구 응암로 213 (응암동),믿음메디칼약국,02-303-0544,1830,1830,1830,1830,1830,1400,2000,2100,900,900,900,900,900,900,900,1300,34,57,126.9171268,37.59100675,42:08.0
C1109254,서울특별시 양천구 목동중앙북로7가길 61 103호 (목동 목동 RICH SQUARE),믿음약국,02-2646-5533,1930,1930,1930,1930,1930,1530,2000,1900,900,900,900,900,900,930,900,930,79,46,126.8641771,37.54972818,42:08.0
C1107006,서울특별시 구로구 고척로21나길 17 (개봉동),믿음약국,02-2060-7191,1930,1930,1930,1930,1930,1600,2000,1900,900,900,900,900,900,900,900,930,82,51,126.8447586,37.5026864,42:08.0
C1101833,서울특별시 중랑구 봉우재로43길 24 (상봉동),믿음약국,02-492-4818,2100,2100,2100,2100,2100,2100,2000,1900,830,830,830,830,830,830,900,930,21,51,127.0900518,37.5947388,42:08.0
C1100268,서울특별시 관악구 봉천로 534,믿음약국,02-888-2104,2230,2230,2230,2230,2230,2230,2000,2230,930,930,930,930,930,930,900,930,87,89,126.9569999,37.4786959,42:08.0
C1101832,서울특별시 송파구 중대로 24  (문정동 올림픽훼밀리타운),믿음약국,02-402-9433,1930,1930,1930,1930,1930,1700,2000,2230,900,900,900,900,900,900,900,930,58,34,127.1136628,37.48653303,42:08.0
C1101843,서울특별시 종로구 종로 335-1 명제빌딩 지하1층 (창신동),믿음약국,02-745-6678,2000,2000,2000,2000,2000,1600,2000,2230,900,900,900,900,900,900,900,930,31,4,127.0146209,37.57303669,42:08.0
C1103577,서울특별시 강북구 덕릉로 79 (수유동),밀알약국,02-998-7975,1900,1900,1900,1900,1900,1430,2000,2230,900,900,900,900,900,900,900,930,10,81,127.022612,37.63480259,42:08.0
